label,sen
1,"But I also think Mr Heilemann makes too little of the president 's background : if he were President Bobby Howard O'Brien instead of Barack Hussein Obama , there might be some strong policy disagreements coming from the right , but I do n't believe the anti-Israel narrative would have taken hold ."
1,"I think , if I had tweeted at them , I probably would have got a more personal response ."
1,The only way that would work would seem to be if Cohen had something even worse in his pocket .
1,"If real filibuster reform had happened in January , Mitch McConnell and his merry band of nihilists would have had to stand on the Senate floor and talk for hours about why they were thwarting the will of the people , why they were thumbing their noses right in the faces of still-grieving Newtown families ."
1,The bond market would have stabilized more quickly .
1,He would have stole the gold out of his grandmother 's teeth if she would have sit still for it .
1,"`` My mindset in those days , if I could have gotten a mainstream reporter , 100 percent I would have gotten them , as unfortunate as that is , '' he said ."
1,"If the BOJ really wanted to do something about the strength of the yen , they should have done something about deflationary pressures ."
1,"`` The expectations for China are high and the potential has yet to be uncapped . '' The unsuccessful $ 39 billion bid for Potash Corp by miner BHP Billiton , which would have been the biggest takeover this year had it been consummated , also underscores huge appetite for resources at a time of booming demand from China and other emerging markets ."
1,"`` July 8 , 2004 -- If not for the House of Representatives defeating the measure , then drug officials would have been barred from enforcing federal anti-marijuana laws . ''"
1,"`` I can assure you , if I were on regular pain medicine , I 'd be able to get them , no problem , '' he says ."
1,"Were it not for regulators in most countries , this is where the tobacco industry would be hurrying ."
1,"Somewhat paradoxically , I think I became more of a sensation in literary circles than I would have if anyone had ever heard of me before ."
1,"I wish I had known that when I was 13 , a lot of the boys and girls in my class had already had sex ."
1,"If EBay had existed , I would 've easily gotten twice that , if not three times as much ."
1,"Even if she had , however , a sample size of only one person would be inadequate to draw a scientifically-defensible conclusion with regard to people who suffer from anorexia nervosa generally.It seems clear that some people with anorexia nervosa may have had social problems at the age of 8 , and others did not ."
